| Object_Name | AGN_Type | Chi2_Flux/StdDev | Reduced_Chi2_Flux/StdDev | Chi2_Flux/Errors | Reduced_Chi2_Flux/Errors |
| PGC3140093 | S2 | 1283.5665 | 1.0219 | 4841.3243 | 3.8515 |
| PGC2706072 | S2 | 1233.9936 | 1.0283 | 6803.7664 | 5.6651 |
| PGC2698242 | S2 | 1358.6781 | 1.1257 | 5699.8555 | 4.7184 |
| PGC2689463 | S2 | 1248.3664 | 1.0351 | 3997.4646 | 3.3119 |
| PGC2715086 | S2 | 1601.2623 | 1.3255 | 7418.0384 | 6.1357 |
| PGC2691279 | S2 | 1218.0189 | 1.0176 | 4179.4350 | 3.4887 |
| PGC2720651 | S2 | 1231.2722 | 1.0235 | 6780.7992 | 5.6319 |
| 2MASXJ13332470+6444360 | S2 | 1173.0940 | 1.0069 | 5677.8397 | 4.8695 |
| PGC3140431 | S2 | 1267.9318 | 1.0522 | 7252.2658 | 6.0135 |
| PGC2702257 | S2 | 1216.1247 | 1.0185 | 4946.6584 | 4.1395 |
| PGC3140645 | S2 | 1234.8718 | 1.0239 | 6710.5649 | 5.5597 |
| SDSSJ121916.38+662933.2 | S2 | 1216.3773 | 1.0162 | 6835.9347 | 5.7061 |
| PGC2683593 | S2 | 1357.1148 | 1.1376 | 9017.8572 | 7.5526 |
| PGC2711907 | S2 | 1244.0720 | 1.0341 | 5970.8293 | 4.9592 |
| PGC2678747 | S2 | 1336.0674 | 1.1033 | 157551.6791 | 129.9931 |
| PGC2691397 | S2 | 1207.8602 | 1.0082 | 4061.4882 | 3.3874 |
| PGC2688506 | S2 | 1344.0612 | 1.1182 | 5462.1816 | 4.5405 |
| PGC2676644 | S2 | 1304.3922 | 1.0834 | 4509.8343 | 3.7426 |
| PGC3139356 | S2 | 1441.0176 | 1.1949 | 5766.9712 | 4.7779 |
| PGC3141232 | S2 | 1235.0610 | 1.0216 | 5797.8422 | 4.7916 |
| PGC3141017 | S2 | 1273.2249 | 1.0557 | 6433.7371 | 5.3304 |
| PGC2699407 | S2 | 1300.9288 | 1.0796 | 6792.6490 | 5.6324 |
| PGC3141066 | S2 | 1210.0175 | 1.0000 | 11904.5807 | 9.8304 |
| PGC3140622 | S2 | 1194.2018 | 1.0010 | 4141.4526 | 3.4686 |
| SDSSJ130438.91+680727.0 | S2 | 1203.3236 | 1.0019 | 4421.7524 | 3.6787 |
| SDSSJ121549.92+670621.8 | S1.5 | 1391.9748 | 1.1533 | 6282.7172 | 5.2009 |
| 2MASXJ12241668+6715060 | S2 | 1223.8479 | 1.0131 | 5836.9598 | 4.8279 |
| PGC2692458 | S2 | 1230.4614 | 1.0203 | 4483.3136 | 3.7144 |
| PGC3139221 | S2 | 1228.2320 | 1.0184 | 4503.1629 | 3.7309 |
| PGC3139490 | S2 | 1348.5094 | 1.1238 | 6232.9596 | 5.1898 |
| PGC2697348 | S2 | 1215.6934 | 1.0064 | 5580.7248 | 4.6160 |
| PGC3086408 | S2 | 1213.0407 | 1.0058 | 4557.3125 | 3.7757 |
| PGC2694181 | S2 | 1456.8524 | 1.2040 | 5683.7914 | 4.6935 |
| PGC3138935 | S2 | 1235.6137 | 1.0246 | 6056.2801 | 5.0176 |
| PGC3140004 | S2 | 1218.2607 | 1.0085 | 4373.6737 | 3.6176 |
| PGC2693048 | S2 | 1238.7590 | 1.0229 | 4029.6478 | 3.3248 |
| PGC2694463 | S2 | 1240.8464 | 1.0297 | 7608.9844 | 6.3093 |
| PGC2691396 | S2 | 1229.7090 | 1.0180 | 12054.0770 | 9.9703 |
| 3C268.3 | S1.8 | 1216.2812 | 1.0144 | 4991.6779 | 4.1597 |
| PGC3140547 | S2 | 1207.4450 | 1.0004 | 5393.4536 | 4.4648 |
| PGC3139644 | S2 | 1225.8412 | 1.0250 | 4727.3927 | 3.9494 |
| PGC2685884 | S2 | 1202.4891 | 1.0004 | 5151.6953 | 4.2824 |
| PGC3139250 | S2 | 1255.6884 | 1.0403 | 4178.9696 | 3.4594 |
| PGC3138289 | S2 | 1213.2664 | 1.0069 | 4634.2740 | 3.8427 |
| PGC2671786 | S2 | 1314.6093 | 1.1019 | 5567.3097 | 4.6627 |
| PGC3139284 | S2 | 1316.0665 | 1.0886 | 6425.1208 | 5.3100 |
| PGC2690647 | S2 | 1374.8712 | 1.1448 | 4224.6682 | 3.5147 |
| PGC2692819 | S2 | 1241.4308 | 1.0311 | 7536.5699 | 6.2544 |
| PGC040222 | S2 | 1197.0001 | 1.0000 | 5897.8376 | 4.9231 |
| PGC2694432 | S2 | 1259.0809 | 1.0484 | 4275.3167 | 3.5568 |
| PGC2705396 | S2 | 1186.3896 | 1.0054 | 5546.2249 | 4.6962 |
| PGC3140639 | S2 | 1242.4241 | 1.0336 | 4987.1874 | 4.1456 |
| PGC2721504 | S2 | 1371.5639 | 1.1430 | 13581.1421 | 11.3082 |
| PGC3141217 | S2 | 1220.0476 | 1.0159 | 4981.4769 | 4.1443 |
| PGC3086544 | S2 | 1238.6291 | 1.0279 | 6637.2579 | 5.5035 |
| PGC2658695 | S2 | 1284.2103 | 1.0631 | 5792.3830 | 4.7911 |
| PGC3140943 | S2 | 1255.7958 | 1.0422 | 5452.4885 | 4.5211 |
| PGC3139547 | S2 | 1202.5894 | 1.0005 | 4322.1179 | 3.5928 |
| PGC2716634 | S2 | 1210.4901 | 1.0054 | 6007.0716 | 4.9851 |
| PGC3140272 | S2 | 1351.8831 | 1.1173 | 4497.0980 | 3.7135 |
| PGC2693846 | S2 | 1196.6712 | 1.0065 | 4891.5688 | 4.1106 |
| PGC2663770 | S2 | 1342.5320 | 1.1445 | 4968.2795 | 4.2319 |
| PGC2679001 | S2 | 1280.5581 | 1.0636 | 4849.6707 | 4.0246 |
| PGC3139639 | S2 | 1208.7958 | 1.0023 | 5726.0360 | 4.7440 |
| SDSSJ133256.17+660350.5 | S2 | 1426.2517 | 1.2201 | 11733.7697 | 10.0289 |
| PGC2656707 | S2 | 1333.4096 | 1.1102 | 4680.6497 | 3.8941 |
| PGC2714528 | S2 | 1212.9438 | 1.0024 | 5490.6012 | 4.5339 |
| PGC2696112 | S2 | 1405.1136 | 1.1680 | 5416.0159 | 4.4984 |
| PGC2689316 | S2 | 1270.4692 | 1.0508 | 4835.6911 | 3.9964 |
| PGC3138660 | S2 | 1369.3373 | 1.1440 | 4465.1142 | 3.7271 |
| PGC2705146 | S2 | 1246.3363 | 1.0334 | 5779.5173 | 4.7883 |
| PGC3140491 | S2 | 1269.5853 | 1.0562 | 5946.5194 | 4.9431 |
| PGC3139652 | S2 | 1247.0505 | 1.0375 | 7511.9474 | 6.2443 |
| PGC3138682 | S2 | 1264.5115 | 1.0494 | 4235.9197 | 3.5124 |
| PGC3138711 | S2 | 1230.6001 | 1.0255 | 5533.5963 | 4.6075 |
| PGC2685963 | S2 | 1383.9309 | 1.1504 | 6736.6618 | 5.5952 |
| PGC2657281 | S2 | 1238.1809 | 1.0344 | 14976.4067 | 12.5012 |
| PGC3138916 | S2 | 1212.2249 | 1.0060 | 4532.5160 | 3.7583 |
| PGC2651782 | S2 | 1238.9408 | 1.0265 | 6109.3562 | 5.0574 |
| PGC2686294 | S2 | 1506.9758 | 1.2537 | 8278.8090 | 6.8818 |
| PGC2696001 | S2 | 1278.5313 | 1.0628 | 4415.8103 | 3.6676 |
| PGC2686981 | S2 | 1298.2914 | 1.0747 | 37310.1862 | 30.8604 |
| PGC3140263 | S2 | 1225.0877 | 1.0158 | 8310.9180 | 6.8856 |
| PGC3140339 | S2 | 1510.0211 | 1.2521 | 7139.8001 | 5.9153 |
| PGC2692392 | S2 | 1210.6895 | 1.0081 | 5122.4927 | 4.2616 |
| SDSSJ121637.24+672441.4 | S2 | 1291.7864 | 1.0702 | 6507.8206 | 5.3873 |
| PGC2672744 | S2 | 1291.6709 | 1.0836 | 9651.9007 | 8.0904 |
| SDSSJ121856.42+611922.7 | S2 | 1353.1334 | 1.1314 | 5622.2581 | 4.6970 |
| PGC2704692 | S2 | 1294.9436 | 1.0738 | 6524.8156 | 5.4058 |
| PGC2706593 | S2 | 1269.5499 | 1.1185 | 9331.4270 | 8.2143 |
| PGC3140723 | S2 | 1316.3275 | 1.1071 | 5470.5492 | 4.5971 |
| PGC3139235 | S2 | 1290.2368 | 1.0770 | 5285.5268 | 4.4083 |
| PGC2651369 | S2 | 1325.0435 | 1.0978 | 4575.1840 | 3.7874 |
| PGC3138453 | S2 | 1228.9484 | 1.0207 | 5087.0692 | 4.2216 |
| PGC2697955 | S2 | 1278.0012 | 1.0475 | 42973.4570 | 35.1953 |
| 2MASXJ14231193+6356231 | S2 | 1235.5788 | 1.0070 | 10344.3149 | 8.4237 |
| PGC3139555 | S2 | 1227.6640 | 1.0014 | 5287.4789 | 4.3093 |
| SDSSJ142540.82+645011.8 | S2 | 1204.9119 | 1.0008 | 4522.2604 | 3.7529 |
| PGC2689179 | S1.5 | 1305.0605 | 1.0636 | 8442.1237 | 6.8747 |
| PGC3138841 | S2 | 1268.5140 | 1.0338 | 8252.0081 | 6.7199 |
| PGC3139327 | S2 | 1229.4625 | 1.0028 | 5487.4903 | 4.4723 |
| PGC2666625 | S2 | 1237.3225 | 1.0076 | 6215.6465 | 5.0575 |
| PGC2675905 | S2 | 1237.9140 | 1.0122 | 4958.8957 | 4.0514 |
| PGC051531 | S2 | 1341.8195 | 1.0927 | 7917.6795 | 6.4424 |
| PGC054701 | S1.9 | 1231.0885 | 1.0009 | 5145.7873 | 4.1802 |
| PGC049570 | S2 | 1233.5434 | 1.0280 | 4922.6341 | 4.0988 |
| SDSSJ140550.31+641947.0 | S2 | 1253.1229 | 1.0205 | 5115.5131 | 4.1623 |
| IC1065 | S2 | 1367.9863 | 1.1131 | 9837.1617 | 7.9977 |
| PGC2664032 | S2 | 1225.9672 | 1.0065 | 6959.0372 | 5.7088 |
| PGC3140321 | S2 | 1294.2728 | 1.0548 | 4735.3489 | 3.8561 |
| PGC3139130 | S2 | 1202.6412 | 1.0014 | 5638.8094 | 4.6912 |
| PGC2684139 | S2 | 1268.1018 | 1.0369 | 4476.9156 | 3.6576 |
| PGC3139769 | S2 | 1191.1557 | 1.0001 | 4389.3059 | 3.6823 |
| PGC3139678 | S2 | 1416.3652 | 1.1705 | 5724.8612 | 4.7274 |
| PGC3139808 | S2 | 1241.6993 | 1.0120 | 4710.0297 | 3.8355 |
| PGC2676364 | S2 | 1275.0258 | 1.0503 | 5634.2644 | 4.6373 |
| PGC2682429 | S2 | 1386.2122 | 1.1261 | 5596.4765 | 4.5426 |
| PGC3140418 | S2 | 1249.9021 | 1.0203 | 4571.5876 | 3.7289 |
| PGC3139934 | S2 | 1236.3036 | 1.0068 | 4891.9787 | 3.9805 |
| PGC3139290 | S2 | 1232.5227 | 1.0021 | 5291.0619 | 4.2982 |
| PGC2671794 | S2 | 1379.1741 | 1.1277 | 8182.7724 | 6.6853 |
| SDSSJ141116.74+640229.3 | S2 | 1347.6687 | 1.0957 | 10187.5882 | 8.2759 |
| PGC3139145 | S2 | 1225.1513 | 1.0184 | 5574.0624 | 4.6296 |
| PGC3140056 | S2 | 1233.8729 | 1.0072 | 5102.4209 | 4.1618 |
| PGC3139925 | S2 | 1636.3174 | 1.3347 | 6028.1049 | 4.9129 |
| 2MASXJ13514417+6541078 | S2 | 1174.2451 | 1.0036 | 7609.4511 | 6.4983 |
| PGC2821597 | S2 | 1334.0728 | 1.0864 | 11068.7645 | 9.0063 |
| PGC3086467 | S2 | 1253.2514 | 1.0222 | 5508.7506 | 4.4896 |
| SDSSJ165641.98+632307.7 | S1.8 | 1384.2014 | 1.1100 | 13785.4601 | 11.0460 |
| PGC2648277 | S2 | 1385.6002 | 1.1076 | 8188.7114 | 6.5405 |
| PGC3140013 | S2 | 1259.7947 | 1.0078 | 5271.3237 | 4.2137 |
| PGC3139201 | S2 | 1298.7319 | 1.0365 | 4320.0357 | 3.4450 |
| PGC2639903 | S2 | 1257.0182 | 1.0072 | 5080.5115 | 4.0677 |
| 2MASXJ17043832+5946593 | S2 | 1308.8099 | 1.0429 | 7517.0653 | 5.9849 |
| PGC2651330 | S2 | 1260.9867 | 1.0072 | 5119.4402 | 4.0857 |
| PGC2636237 | S2 | 1262.5036 | 1.0076 | 7481.6449 | 5.9662 |
| PGC2656178 | S2 | 1275.9912 | 1.0232 | 5127.8919 | 4.1089 |
| PGC3137681 | S2 | 1254.7837 | 1.0038 | 57562.9797 | 46.0136 |
| PGC2661814 | S2 | 1266.0355 | 1.0088 | 5345.0341 | 4.2556 |
| PGC3139163 | S2 | 1261.7010 | 1.0053 | 4708.4507 | 3.7488 |
| PGC3137995 | S2 | 1330.0737 | 1.0615 | 4417.7238 | 3.5229 |
| PGC2640097 | S2 | 1442.5031 | 1.1795 | 5545.6027 | 4.5307 |
| PGC3138820 | S2 | 1285.3054 | 1.0266 | 4496.1313 | 3.5883 |
| PGC3137399 | S2 | 1255.2340 | 1.0010 | 4485.2288 | 3.5739 |
| PGC2600291 | S2 | 1368.0013 | 1.0918 | 4636.3146 | 3.6972 |
| PGC2647147 | S2 | 1322.2314 | 1.0595 | 4690.0410 | 3.7550 |
| PGC3138144 | S2 | 1542.5982 | 1.2460 | 5336.0116 | 4.3067 |
| PGC3139048 | S2 | 1259.0262 | 1.0016 | 4340.0453 | 3.4500 |
| PGC059581 | S2 | 1283.9369 | 1.0280 | 4632.8301 | 3.7063 |
| PGC3139537 | S2 | 1282.3885 | 1.0218 | 6082.4650 | 4.8427 |
| PGC2629563 | S2 | 1191.4304 | 1.0029 | 10610.4450 | 8.9238 |
| PGC3139985 | S2 | 1389.2049 | 1.1140 | 5664.5821 | 4.5389 |
| PGC2677795 | S2 | 1272.8546 | 1.0191 | 3982.2741 | 3.1858 |
| SDSSJ172436.53+633724.6 | S2 | 1254.2066 | 1.0010 | 5395.1321 | 4.3023 |
| PGC2596729 | S2 | 1261.2134 | 1.0058 | 4855.1715 | 3.8687 |
| PGC3137966 | S2 | 1244.0612 | 1.0000 | 4261.8027 | 3.4231 |
| PGC2816183 | S1.8 | 1233.2901 | 1.0837 | 3903.1294 | 3.4268 |
| PGC2669339 | S2 | 1378.7738 | 1.1048 | 4981.4020 | 3.9883 |
| PGC3137651 | S2 | 1249.4810 | 1.0183 | 11321.2279 | 9.2192 |
| PGC3138317 | S2 | 1256.7295 | 1.0022 | 4798.9699 | 3.8239 |
| PGC060005 | S2 | 1301.6341 | 1.0372 | 4274.1252 | 3.4030 |
| PGC2602568 | S2 | 1254.0344 | 1.0008 | 3895.4847 | 3.1064 |
| 2MASXJ17160586+6344410 | S2 | 1480.5579 | 1.1797 | 4665.1512 | 3.7143 |
| PGC059917 | S2 | 1277.2546 | 1.0169 | 7741.3167 | 6.1586 |
| PGC2642561 | S2 | 1309.9200 | 1.0438 | 6184.5384 | 4.9240 |
| PGC3138088 | S2 | 1260.8903 | 1.0218 | 8466.2068 | 6.8552 |
| PGC3139171 | S2 | 1286.6196 | 1.0285 | 6851.0455 | 5.4721 |
| PGC2659173 | S2 | 1353.7274 | 1.0778 | 4512.7109 | 3.5901 |
| PGC3140009 | S2 | 1261.2412 | 1.0010 | 253394.4697 | 200.9472 |
| PGC3137632 | S2 | 1258.4844 | 1.0116 | 4569.8745 | 3.6706 |
| PGC2591970 | S2 | 1238.7290 | 1.0006 | 5424.0774 | 4.3778 |
| SDSSJ171747.51+643141.0 | S2 | 1266.1540 | 1.0065 | 218831.7749 | 173.8140 |
| PGC059755 | S2 | 1299.7396 | 1.0415 | 4940.1374 | 3.9553 |
| PGC2678729 | S2 | 1774.1382 | 1.4080 | 27749.7943 | 22.0062 |
| PGC2642465 | S2 | 1900.0841 | 1.5225 | 6558.2659 | 5.2508 |
| PGC3137785 | S2 | 1204.0463 | 1.0025 | 4927.7491 | 4.0996 |
| PGC2644384 | S2 | 1256.1716 | 1.0001 | 4089.1987 | 3.2531 |
| PGC3137947 | S2 | 1319.4453 | 1.0547 | 5071.3919 | 4.0506 |
| PGC3137527 | S2 | 1256.8140 | 1.0022 | 3855.8938 | 3.0724 |
| PGC3136998 | S2 | 1341.7099 | 1.0674 | 8554.2772 | 6.7999 |
| SDSSJ170000.78+612225.2 | S2 | 1256.4156 | 1.0027 | 3497.3501 | 2.7890 |
| PGC3139346 | S2 | 1266.0304 | 1.0088 | 4864.5857 | 3.8731 |
| PGC3139447 | S2 | 1615.5934 | 1.2832 | 20303.8627 | 16.1142 |
| PGC3139318 | S2 | 1430.9658 | 1.1402 | 6425.8910 | 5.1162 |
| PGC3135565 | S2 | 1331.7045 | 1.0662 | 35883.0157 | 28.7064 |
| PGC2580033 | S2 | 1425.0157 | 1.1428 | 6563.7146 | 5.2594 |
| PGC2546780 | S2 | 1248.5148 | 1.0004 | 7291.8694 | 5.8382 |
| PGC097545 | S2 | 1336.4601 | 1.0717 | 5418.5701 | 4.3418 |
| PGC3135441 | S2 | 1266.9894 | 1.0087 | 6489.6762 | 5.1628 |
| SDSSJ172603.07+602115.6 | S2 | 1393.6833 | 1.1158 | 5278.0160 | 4.2224 |
| PGC2503925 | S2 | 1289.3023 | 1.0241 | 49577.4668 | 39.3472 |
| PGC3135640 | S2 | 1275.9365 | 1.0118 | 26035.1758 | 20.6301 |
| PGC3136612 | S2 | 1549.5051 | 1.2288 | 763564.0514 | 605.0428 |
| PGC3135624 | S2 | 1469.5684 | 1.2298 | 11006.0867 | 9.2024 |
| PGC2460354 | S2 | 1337.1096 | 1.0620 | 53065.3743 | 42.1154 |
| PGC3136684 | S2 | 1319.9687 | 1.0594 | 5826.1649 | 4.6721 |
| PGC2514311 | S2 | 1251.8016 | 1.0006 | 5427.0504 | 4.3347 |
| PGC2484784 | S2 | 1324.8352 | 1.0523 | 5892.8921 | 4.6769 |
| PGC2580511 | S2 | 1260.3165 | 1.0115 | 5925.0340 | 4.7514 |
| PGC2532265 | S2 | 1286.0594 | 1.0447 | 6078.5700 | 4.9339 |
| PGC2560827 | S2 | 1253.0302 | 1.0000 | 5045.9791 | 4.0239 |
| PGC3137183 | S2 | 1255.7633 | 1.0006 | 7584.8396 | 6.0389 |
| PGC3136419 | S2 | 1228.5420 | 1.0111 | 4513.6646 | 3.7119 |
| PGC060453 | S2 | 1308.1519 | 1.0440 | 5067.5185 | 4.0411 |
| UGC10889 | S2 | 1294.8454 | 1.0334 | 5547.2868 | 4.4237 |
| PGC2506355 | S2 | 1273.9153 | 1.0127 | 6300.0053 | 5.0040 |
| PGC2576659 | S2 | 1728.1391 | 1.3836 | 8706.4965 | 6.9652 |
| PGC2507362 | S2 | 1260.4428 | 1.0004 | 14026.9438 | 11.1237 |
| PGC3134409 | S2 | 1447.2414 | 1.1541 | 6975.1008 | 5.5578 |
| PGC3137603 | S2 | 1243.2092 | 1.0002 | 4677.5282 | 3.7601 |
| PGC060599 | S2 | 1272.5313 | 1.0205 | 5450.0258 | 4.3670 |
| PGC3136130 | S2 | 1445.0608 | 1.1570 | 6170.9445 | 4.9368 |
| PGC3135717 | S2 | 1318.1323 | 1.0579 | 5506.3925 | 4.4157 |
| PGC2471297 | S2 | 1250.4119 | 1.0003 | 5493.6599 | 4.3914 |
| PGC2495397 | S2 | 1251.5765 | 1.0013 | 5716.0095 | 4.5692 |
| PGC3136754 | S2 | 1359.0179 | 1.0829 | 12204.8572 | 9.7172 |
| PGC2533337 | S2 | 1241.8625 | 1.0096 | 4917.4007 | 3.9946 |
| SDSSJ173707.88+574832.5 | S2 | 1233.6020 | 1.0187 | 5805.6057 | 4.7901 |
| PGC3137112 | S2 | 1349.1222 | 1.0767 | 7922.7856 | 6.3180 |
| PGC059909 | S2 | 1352.0116 | 1.0816 | 6035.1693 | 4.8243 |
| PGC060581 | S2 | 1353.0355 | 1.0798 | 6394.5356 | 5.0993 |
| SDSSJ172908.33+571901.0 | S2 | 1706.1031 | 1.4194 | 24614.4708 | 20.4609 |
| PGC2447626 | S2 | 1299.8091 | 1.0382 | 5547.3332 | 4.4272 |
| PGC3137130 | S2 | 1387.8007 | 1.1228 | 8616.0839 | 6.9653 |
| PGC3137099 | S2 | 1322.6347 | 1.0522 | 4755.9725 | 3.7806 |
| PGC3136032 | S2 | 1574.0400 | 1.2552 | 9068.4625 | 7.2259 |
| PGC2586571 | S2 | 1428.8731 | 1.1440 | 5306.8293 | 4.2455 |
| PGC2562939 | S2 | 1320.9958 | 1.0534 | 11388.4047 | 9.0744 |
| PGC3137002 | S2 | 1243.3124 | 1.0043 | 7459.0280 | 6.0202 |
| SDSSJ172419.94+551058.7 | S2 | 1411.4132 | 1.1255 | 6326.4819 | 5.0410 |
| 2MASXJ17335884+5830269 | S2 | 1657.6571 | 1.3477 | 18894.7887 | 15.3491 |
| PGC3136476 | S2 | 1245.8280 | 1.0007 | 4642.3304 | 3.7258 |
| PGC2449352 | S2 | 1255.2004 | 1.0026 | 5653.0881 | 4.5116 |
| PGC3136019 | S2 | 1348.1620 | 1.0751 | 7350.5774 | 5.8570 |
| SDSSJ173938.64+544208.6 | S2 | 1273.1563 | 1.0120 | 5823.4681 | 4.6255 |
| PGC2582037 | S2 | 1269.7091 | 1.0306 | 4900.9521 | 3.9748 |
| PGC2543407 | S2 | 1253.7089 | 1.0062 | 5089.8135 | 4.0816 |
| PGC3135967 | S2 | 1298.7868 | 1.0382 | 5719.3177 | 4.5681 |
| PGC2575530 | S2 | 1723.7099 | 1.3867 | 8144.9766 | 6.5474 |
| PGC2566584 | S2 | 1347.6890 | 1.0807 | 5777.3550 | 4.6293 |
| PGC060399 | S2 | 1412.6489 | 1.1337 | 5259.2045 | 4.2175 |
| PGC3137340 | S2 | 1352.8435 | 1.0945 | 4959.6855 | 4.0094 |
| PGC3135979 | S2 | 1340.1454 | 1.0670 | 5960.2703 | 4.7417 |
| PGC2571583 | S2 | 1305.0503 | 1.0432 | 4283.4666 | 3.4213 |
| PGC2586909 | S2 | 1297.7150 | 1.0449 | 4419.0279 | 3.5551 |
