Name                     Objtype  Agnclass  RA          DEC         Mean_Flux            Stddev              Sector  Camera  CCD  Chi2_Normalized     Chi2_reduced_Normalized  Chi2_Standardized   Chi2_reduced_Standardized  
PGC2560827               G        S2        17.2656055  57.237981   263.00424969325155   2055.538906466101   19      4       3    1141.0              1.000877192982456        4295.437865451751   3.767927952150659          
PGC2580033               G        S2        17.248479   58.5506337  -62.982821790235064  1654.3068964483641  19      4       3    1106.0              1.0009049773755656       3426.3603034273324  3.1007785551378575         
PGC2580511               G        S2        17.2036781  58.5945317  -503.00561373626374  2586.5933365638803  19      4       3    1092.0              1.000916590284143        6037.765573875333   5.534157262947143          
PGC2582037               G        S2        17.507955   58.7229376  261.07644836716685   1940.2023101714803  19      4       3    1133.0              1.0008833922261484       4574.15217000914    4.040770468205954          
PGC2585390               G        S2        17.1762071  59.0108466  -23.205880633802813  2050.149088522126   19      4       3    1136.0              1.0008810572687226       4684.717547271939   4.127504446935629          
PGC2586571               G        S2        17.2292585  59.1079581  332.3791094254937    2134.5377327056995  19      4       3    1114.0              1.0008984725965857       4746.189146671573   4.26432088649737           
PGC2588519               G        S2        17.1902028  59.2735816  356.86569145907475   1994.2825849811795  19      4       3    1124.0000000000005  1.000890471950134        4987.064984235588   4.440841481955109          
PGC2594060               G        S2        17.1982334  59.768198   74.70230928196146    1892.285997239169   19      4       3    1142.0              1.0008764241893076       4298.09780295369    3.7669568825185715         
PGC2600291               G        S2        17.1344333  60.2849457  -108.01068709386278  2038.2488320613372  19      4       3    1108.0              1.000903342366757        4963.191053566276   4.483460752995733          
PGC2603268               G        S2        17.2471734  60.5189268  1051.1364735632185   2071.5496756006482  19      4       3    1131.0              1.0008849557522124       5862.354272416749   5.187924134882079          
PGC2629563               G        S2        17.3190051  62.0498538  -222.99814972677598  2459.618933592018   19      4       3    1098.0              1.0009115770282588       6933.857742524249   6.320745435300136          
PGC2636237               G        S2        16.9694746  62.4156277  -1067.3409984962404  2152.068898245177   19      4       3    1064.0              1.0009407337723424       5531.314278758548   5.203494147468061          
PGC2640097               G        S2        16.9795894  62.619021   346.67138014184394   1969.047819671459   19      4       3    1127.9999999999998  1.0008873114463175       4266.032076355932   3.7852990917089016         
PGC2642465               G        S2        17.0747393  62.7410455  -6.845736698858641   2222.1450175944706  19      4       3    1139.0              1.0008787346221442       4947.069589634442   4.3471613265680515         
PGC2648277               G        S2        16.8937078  63.0313226  568.8945160971223    2192.8274860807987  19      4       3    1112.0              1.0009000900090008       4405.721337235276   3.9655457580875573         
PGC2656178               G        S2        16.8216571  63.4657939  94.92259105312209    1969.9851275417536  19      4       3    1072.9999999999995  1.000932835820895        4050.123725805492   3.778100490490198          
PGC2669339               G        S2        17.4370193  64.558141   -479.69395725593665  2037.3922120907366  19      4       3    1137.0000000000002  1.000880281690141        5261.1532276100115  4.631296855290503          
PGC2678729               G        S2        17.0953636  65.5779884  -5007.949060835509   4423.368274081946   19      4       3    1149.0              1.0008710801393728       44314.71034260129   38.601664061499385         
PGC3135441               G        S2        17.5028206  56.4226786  408.54275652557317   2066.5182403547697  19      4       3    1133.9999999999998  1.0008826125330978       4798.778275400596   4.2354618494268275         
PGC3135565               G        S2        17.2906128  56.6300301  -997.6716943950178   5875.006190654855   19      4       3    1124.0              1.0008904719501335       8431.152511228824   7.5077048185474835         
PGC3135624               G        S2        17.4011258  56.7155109  -1242.9547300884956  2144.2377130747604  19      4       3    1130.0              1.0008857395925599       6407.757112335999   5.675604173902568          
PGC3135640               G        S2        17.4767037  56.7425611  -2314.756402088773   3818.5435902582403  19      4       3    1149.0              1.0008710801393728       20068.72083541882   17.481464142350887         
PGC3135717               G        S2        17.2242637  56.8567814  754.1419060089686    1940.7961183568093  19      4       3    1115.0              1.0008976660682227       4916.498023745364   4.413373450399788          
